label,timestep,acc
000,0,70.3125
000,1,64.84375
000,2,60.41666666666667
000,3,68.359375
000,4,73.125
000,5,77.34375
000,6,80.58035714285714
000,7,83.0078125
000,8,84.89583333333334
000,9,86.40625
000,10,88.28125
000,11,92.34375
000,12,96.40625
000,13,97.03124999999999
000,14,97.8125
000,15,97.96875
000,16,97.96875
000,17,97.96874999999999
000,18,97.96875
000,19,97.96875
000,20,99.06249999999999
000,21,99.06249999999999
000,22,99.84374999999999
000,23,99.99999999999999
000,24,99.99999999999999
000,25,99.99999999999999
000,26,99.99999999999999
000,27,99.99999999999999
000,28,99.99999999999999
000,29,99.99999999999999
000,30,99.99999999999999
000,31,99.99999999999999
000,32,99.99999999999999
000,33,99.84374999999999
000,34,99.84375
000,35,99.84374999999999
000,36,99.84375
000,37,99.84374999999999
000,38,99.84375
000,39,99.53125
000,40,99.53125
000,41,99.53125
000,42,99.53125
000,43,99.6875
000,44,99.6875
000,45,99.6875
000,46,99.68749999999999
000,47,99.68749999999999
000,48,99.68749999999999
000,49,99.99999999999999
000,50,99.99999999999999
000,51,99.99999999999999
000,52,99.99999999999999
000,53,99.99999999999999
000,54,99.99999999999999
000,55,99.99999999999999
000,56,99.99999999999999
000,57,99.99999999999999
000,58,99.99999999999999
000,59,99.99999999999999
000,60,99.99999999999999
000,61,99.99999999999999
000,62,99.99999999999999
000,63,99.99999999999999
000,64,99.99999999999999
000,65,99.99999999999999
000,66,99.99999999999999
000,67,99.99999999999999
000,68,99.99999999999999
000,69,99.99999999999999
000,70,99.99999999999999
000,71,99.99999999999999
000,72,99.99999999999999
000,73,99.99999999999999
000,74,99.99999999999999
000,75,99.99999999999999
000,76,99.99999999999999
000,77,99.99999999999999
000,78,99.99999999999999
000,79,99.99999999999999
000,80,99.99999999999999
000,81,99.99999999999999
000,82,99.99999999999999
000,83,99.99999999999999
000,84,99.99999999999999
000,85,99.99999999999999
000,86,99.99999999999999
000,87,99.99999999999999
000,88,99.99999999999999
000,89,99.99999999999999
000,90,99.99999999999999
000,91,99.99999999999999
000,92,99.99999999999999
000,93,99.99999999999999
000,94,99.99999999999999
000,95,99.99999999999999
000,96,99.99999999999999
000,97,99.99999999999999
000,98,99.99999999999999
000,99,99.99999999999999
010,0,1.5625
010,1,2.3437500000000004
010,2,13.541666666666671
010,3,23.828125000000004
010,4,38.4375
010,5,48.4375
010,6,55.133928571428584
010,7,60.7421875
010,8,64.93055555555557
010,9,68.4375
010,10,78.28124999999999
010,11,87.96875
010,12,94.37499999999999
010,13,96.40625
010,14,96.71875
010,15,96.875
010,16,97.34374999999999
010,17,97.34375
010,18,97.5
010,19,97.5
010,20,97.49999999999999
010,21,97.49999999999999
010,22,97.49999999999999
010,23,99.99999999999999
010,24,99.99999999999999
010,25,99.99999999999999
010,26,99.99999999999999
010,27,99.99999999999999
010,28,99.99999999999999
010,29,99.99999999999999
010,30,99.99999999999999
010,31,99.99999999999999
010,32,99.99999999999999
010,33,99.84374999999999
010,34,99.84375
010,35,99.6875
010,36,99.6875
010,37,99.6875
010,38,99.6875
010,39,99.6875
010,40,99.6875
010,41,99.6875
010,42,99.68749999999999
010,43,99.84374999999999
010,44,99.84374999999999
010,45,99.99999999999999
010,46,99.99999999999999
010,47,99.99999999999999
010,48,99.99999999999999
010,49,99.99999999999999
010,50,99.99999999999999
010,51,99.99999999999999
010,52,99.99999999999999
010,53,99.99999999999999
010,54,99.99999999999999
010,55,99.99999999999999
010,56,99.99999999999999
010,57,99.99999999999999
010,58,99.99999999999999
010,59,99.99999999999999
010,60,99.99999999999999
010,61,99.99999999999999
010,62,99.99999999999999
010,63,99.99999999999999
010,64,99.99999999999999
010,65,99.99999999999999
010,66,99.99999999999999
010,67,99.99999999999999
010,68,99.99999999999999
010,69,99.99999999999999
010,70,99.99999999999999
010,71,99.99999999999999
010,72,99.99999999999999
010,73,99.99999999999999
010,74,99.99999999999999
010,75,99.99999999999999
010,76,99.99999999999999
010,77,99.99999999999999
010,78,99.99999999999999
010,79,99.99999999999999
010,80,99.99999999999999
010,81,99.99999999999999
010,82,99.99999999999999
010,83,99.99999999999999
010,84,99.99999999999999
010,85,99.99999999999999
010,86,99.99999999999999
010,87,99.99999999999999
010,88,99.99999999999999
010,89,99.99999999999999
010,90,99.99999999999999
010,91,99.99999999999999
010,92,99.99999999999999
010,93,99.99999999999999
010,94,99.99999999999999
010,95,99.99999999999999
010,96,99.99999999999999
010,97,99.99999999999999
010,98,99.99999999999999
010,99,99.99999999999999
100,0,28.125
100,1,29.6875
100,2,23.4375
100,3,33.203125
100,4,45.9375
100,5,54.6875
100,6,61.16071428571429
100,7,66.015625
100,8,69.79166666666666
100,9,72.81249999999999
100,10,80.0
100,11,86.87499999999999
100,12,95.78124999999999
100,13,99.21874999999999
100,14,99.53125
100,15,99.6875
100,16,99.6875
100,17,99.6875
100,18,99.6875
100,19,99.6875
100,20,99.68749999999999
100,21,99.68749999999999
100,22,99.68749999999999
100,23,99.99999999999999
100,24,99.99999999999999
100,25,99.99999999999999
100,26,99.99999999999999
100,27,99.99999999999999
100,28,99.99999999999999
100,29,99.99999999999999
100,30,99.99999999999999
100,31,99.99999999999999
100,32,99.99999999999999
100,33,99.99999999999999
100,34,99.99999999999999
100,35,99.84374999999999
100,36,99.84375
100,37,99.84374999999999
100,38,99.84375
100,39,99.84374999999999
100,40,99.84375
100,41,99.84375
100,42,99.84374999999999
100,43,99.84374999999999
100,44,99.84374999999999
100,45,99.99999999999999
100,46,99.99999999999999
100,47,99.99999999999999
100,48,99.99999999999999
100,49,99.99999999999999
100,50,99.99999999999999
100,51,99.99999999999999
100,52,99.99999999999999
100,53,99.99999999999999
100,54,99.99999999999999
100,55,99.99999999999999
100,56,99.99999999999999
100,57,99.99999999999999
100,58,99.99999999999999
100,59,99.99999999999999
100,60,99.99999999999999
100,61,99.99999999999999
100,62,99.99999999999999
100,63,99.99999999999999
100,64,99.99999999999999
100,65,99.99999999999999
100,66,99.99999999999999
100,67,99.99999999999999
100,68,99.99999999999999
100,69,99.99999999999999
100,70,99.99999999999999
100,71,99.99999999999999
100,72,99.99999999999999
100,73,99.99999999999999
100,74,99.99999999999999
100,75,99.99999999999999
100,76,99.99999999999999
100,77,99.99999999999999
100,78,99.99999999999999
100,79,99.99999999999999
100,80,99.99999999999999
100,81,99.99999999999999
100,82,99.99999999999999
100,83,99.99999999999999
100,84,99.99999999999999
100,85,99.99999999999999
100,86,99.99999999999999
100,87,99.99999999999999
100,88,99.99999999999999
100,89,99.99999999999999
100,90,99.99999999999999
100,91,99.99999999999999
100,92,99.99999999999999
100,93,99.99999999999999
100,94,99.99999999999999
100,95,99.99999999999999
100,96,99.99999999999999
100,97,99.99999999999999
100,98,99.99999999999999
100,99,99.99999999999999
001,0,0.0
001,1,0.78125
001,2,2.083333333333333
001,3,1.5625
001,4,9.0625
001,5,7.552083333333333
001,6,7.142857142857142
001,7,12.5
001,8,21.354166666666664
001,9,21.875
001,10,31.874999999999996
001,11,41.5625
001,12,51.09375000000001
001,13,61.09375
001,14,67.1875
001,15,77.1875
001,16,86.71875
001,17,91.71875
001,18,92.1875
001,19,94.84375
001,20,94.84375
001,21,92.5
001,22,92.5
001,23,92.5
001,24,92.5
001,25,92.49999999999999
001,26,92.5
001,27,92.5
001,28,92.81249999999999
001,29,97.34375
001,30,97.34374999999999
001,31,99.84374999999999
001,32,99.84375
001,33,99.84374999999999
001,34,99.6875
001,35,99.6875
001,36,99.6875
001,37,99.68749999999999
001,38,99.6875
001,39,99.84375
001,40,99.84375
001,41,99.84374999999999
001,42,99.84374999999999
001,43,99.84374999999999
001,44,99.99999999999999
001,45,99.99999999999999
001,46,99.99999999999999
001,47,99.99999999999999
001,48,99.99999999999999
001,49,99.99999999999999
001,50,99.99999999999999
001,51,99.99999999999999
001,52,99.99999999999999
001,53,99.99999999999999
001,54,99.99999999999999
001,55,99.99999999999999
001,56,99.99999999999999
001,57,99.99999999999999
001,58,99.99999999999999
001,59,99.99999999999999
001,60,99.99999999999999
001,61,99.99999999999999
001,62,99.99999999999999
001,63,99.99999999999999
001,64,99.99999999999999
001,65,99.99999999999999
001,66,99.99999999999999
001,67,99.99999999999999
001,68,99.99999999999999
001,69,99.99999999999999
001,70,99.99999999999999
001,71,99.99999999999999
001,72,99.99999999999999
001,73,99.99999999999999
001,74,99.99999999999999
001,75,99.99999999999999
001,76,99.99999999999999
001,77,99.99999999999999
001,78,99.99999999999999
001,79,99.99999999999999
001,80,99.99999999999999
001,81,99.99999999999999
001,82,99.99999999999999
001,83,99.99999999999999
001,84,99.99999999999999
001,85,99.99999999999999
001,86,99.99999999999999
001,87,99.99999999999999
001,88,99.99999999999999
001,89,99.99999999999999
001,90,99.99999999999999
001,91,99.99999999999999
001,92,99.99999999999999
001,93,99.99999999999999
001,94,99.99999999999999
001,95,99.99999999999999
001,96,99.99999999999999
001,97,99.99999999999999
001,98,99.99999999999999
001,99,99.99999999999999
011,0,0.0
011,1,0.0
011,2,0.0
011,3,0.0
011,4,1.5625
011,5,1.3020833333333335
011,6,1.7857142857142856
011,7,2.7343750000000004
011,8,5.555555555555555
011,9,5.625
011,10,11.71875
011,11,15.0
011,12,24.0625
011,13,31.874999999999996
011,14,40.46875
011,15,47.65625
011,16,57.1875
011,17,64.375
011,18,68.59375000000001
011,19,68.12500000000001
011,20,72.03125
011,21,71.71875000000001
011,22,72.65625
011,23,74.6875
011,24,75.3125
011,25,77.65625
011,26,77.65625
011,27,79.375
011,28,82.34375
011,29,90.9375
011,30,90.46875
011,31,97.50000000000001
011,32,97.50000000000001
011,33,97.65625
011,34,96.40625
011,35,96.875
011,36,96.875
011,37,97.03124999999999
011,38,97.03124999999999
011,39,98.28124999999999
011,40,98.4375
011,41,98.4375
011,42,98.43749999999999
011,43,98.43749999999999
011,44,99.6875
011,45,99.6875
011,46,99.6875
011,47,99.68749999999999
011,48,99.68749999999999
011,49,99.68749999999999
011,50,99.99999999999999
011,51,99.99999999999999
011,52,99.99999999999999
011,53,99.99999999999999
011,54,99.99999999999999
011,55,99.99999999999999
011,56,99.99999999999999
011,57,99.99999999999999
011,58,99.99999999999999
011,59,99.99999999999999
011,60,99.99999999999999
011,61,99.99999999999999
011,62,99.99999999999999
011,63,99.99999999999999
011,64,99.99999999999999
011,65,99.99999999999999
011,66,99.99999999999999
011,67,99.99999999999999
011,68,99.99999999999999
011,69,99.99999999999999
011,70,99.99999999999999
011,71,99.99999999999999
011,72,99.99999999999999
011,73,99.99999999999999
011,74,99.99999999999999
011,75,99.99999999999999
011,76,99.99999999999999
011,77,99.99999999999999
011,78,99.99999999999999
011,79,99.99999999999999
011,80,99.99999999999999
011,81,99.99999999999999
011,82,99.99999999999999
011,83,99.99999999999999
011,84,99.99999999999999
011,85,99.99999999999999
011,86,99.99999999999999
011,87,99.99999999999999
011,88,99.99999999999999
011,89,99.99999999999999
011,90,99.99999999999999
011,91,99.99999999999999
011,92,99.99999999999999
011,93,99.99999999999999
011,94,99.99999999999999
011,95,99.99999999999999
011,96,99.99999999999999
011,97,99.99999999999999
011,98,99.99999999999999
011,99,99.99999999999999
101,0,0.0
101,1,0.78125
101,2,0.5208333333333333
101,3,0.390625
101,4,2.1875
101,5,1.8229166666666667
101,6,1.5625000000000004
101,7,1.7578125000000004
101,8,3.298611111111111
101,9,2.96875
101,10,10.625000000000002
101,11,12.187500000000002
101,12,21.875
101,13,30.0
101,14,30.9375
101,15,31.875000000000004
101,16,37.81250000000001
101,17,41.5625
101,18,40.625
101,19,40.625
101,20,42.8125
101,21,41.09375
101,22,41.40625
101,23,42.50000000000001
101,24,47.8125
101,25,48.90625
101,26,47.50000000000001
101,27,45.15625000000001
101,28,54.062500000000014
101,29,55.781250000000014
101,30,49.68750000000001
101,31,59.68750000000001
101,32,58.750000000000014
101,33,59.53125
101,34,53.437500000000014
101,35,61.40625000000001
101,36,66.875
101,37,75.15625
101,38,75.625
101,39,83.90625
101,40,81.09375
101,41,81.09375
101,42,81.24999999999999
101,43,81.24999999999999
101,44,89.99999999999999
101,45,89.68750000000001
101,46,89.6875
101,47,86.71875000000001
101,48,86.71875
101,49,86.71875
101,50,95.78125
101,51,95.78125
101,52,96.5625
101,53,96.56249999999999
101,54,96.71874999999999
101,55,97.03124999999999
101,56,97.03124999999999
101,57,99.99999999999999
101,58,99.99999999999999
101,59,99.99999999999999
101,60,99.6875
101,61,99.6875
101,62,99.6875
101,63,99.6875
101,64,99.6875
101,65,99.6875
101,66,99.6875
101,67,98.90624999999999
101,68,98.90624999999999
101,69,98.90624999999999
101,70,99.21874999999999
101,71,99.21874999999999
101,72,99.21874999999999
101,73,99.21874999999999
101,74,99.21874999999999
101,75,99.21874999999999
101,76,99.21874999999999
101,77,99.99999999999999
101,78,99.99999999999999
101,79,99.99999999999999
101,80,99.99999999999999
101,81,99.99999999999999
101,82,99.99999999999999
101,83,99.99999999999999
101,84,99.99999999999999
101,85,99.99999999999999
101,86,99.99999999999999
101,87,99.99999999999999
101,88,99.99999999999999
101,89,99.99999999999999
101,90,99.99999999999999
101,91,99.99999999999999
101,92,99.99999999999999
101,93,99.99999999999999
101,94,99.99999999999999
101,95,99.99999999999999
101,96,99.99999999999999
101,97,99.99999999999999
